lambda,mean_makespan,mean_total_wait,mean_robot_wait
0.0,906.4731481481482,2025.1564814814815,2025.1564814814815
0.01,906.4731481481482,2025.1564814814815,2025.1564814814815
0.02,906.4731481481482,2025.1564814814815,2025.1564814814815
0.05,906.4731481481482,2025.1564814814815,2025.1564814814815
0.1,906.4731481481482,2025.1564814814815,2025.1564814814815
